STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,INDICATOR_TYPE,Indicator type,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,121.906,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,120.571,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,46.621,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,121.937,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,46.191,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,40.236,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,36.827,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,203.508,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,40.84,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,199.515,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,32.15,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,32.111,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,99.289,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,32.114,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,96.133,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,27.945,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,27.751,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,145.468,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,27.925,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,146.33,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,118.138,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,117.939,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,31.686,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,31.506,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,115.942,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,31.296,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,38.226,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,38.458,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,132.403,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,127.097,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,38.219,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,127.401,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,86.871,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,86.228,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,37.049,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,88.358,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,36.113,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,38.398,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,41.524,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,22.357,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVN,Slovenia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,96.503,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,24.278,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,106.458,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,44.065,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,20.566,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,28.289,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,25.907,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,45.59,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,196.475,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,95.951,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,144.051,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,35.868,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FRA,France,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,46.673,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FIN,Finland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,34.407,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DNK,Denmark,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,44.8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CZE,Czechia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,103.124,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CRI,Costa Rica,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,21.217,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,COL,Colombia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,17.609,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CAN,Canada,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,85.084,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUS,Australia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,127.135,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,35.772,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,35.092,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,131.434,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,128.283,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,35.801,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,134.053,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,183.07,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,175.973,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,39.095,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,190.055,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,39.184,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,114.208,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,111.211,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,41.24,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,115.968,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,41.454,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,86.907,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,84.315,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,22.971,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,86.393,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,22.609,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,46.954,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,47.17,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,106.747,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,104.198,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,46.154,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,107.93,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,133.783,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,133.152,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,40.279,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,40.611,,A,Normal value,0,Units,2,Two
