STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,INDICATOR_TYPE,Indicator type,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,5297058,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,250400,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,6032600,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,470386,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GRC,Greece,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,9305403,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DEU,Germany,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,77204000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,EST,Estonia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,494173,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHL,Chile,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,4453599,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,BEL,Belgium,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,5071841,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUT,Austria,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,10362122,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,1812791973,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,1769339418,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,496530145,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,1859189907,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,493386430,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,130704000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,128085000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,610662000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,586991000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,131048000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,USA,United States,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,637079000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,77422579,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,75391063,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,28102271,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,28149470,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,79264310,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GBR,United Kingdom,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,28187505,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,73853598,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,71651056,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,19212835,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,18998803,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,73715377,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,TUR,Türkiye,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,19600230,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,9369157,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,9145495,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,4102168,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,9592819,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,4121127,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,14029853,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,13963691,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,4586259,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,13674924,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,4224014,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ESP,Spain,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,17326324,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ESP,Spain,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,16929202,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ESP,Spain,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,53937217,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ESP,Spain,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,17625562,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ESP,Spain,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,53518892,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVN,Slovenia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,675931,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVN,Slovenia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,672624,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVN,Slovenia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,31.893,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUT,Austria,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,125.248,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUT,Austria,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,114.461,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUT,Austria,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,29.327,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUT,Austria,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,125.318,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUS,Australia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,35.096,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUS,Australia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,35.162,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUS,Australia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,127.585,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUS,Australia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,34.377,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUS,Australia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,128.585,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,COL,Colombia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,87.331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,COL,Colombia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,17.631,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHL,Chile,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,106.233,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHL,Chile,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,107.031,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHL,Chile,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,22.471,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHL,Chile,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,22.46,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHL,Chile,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,106.337,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHL,Chile,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,22.646,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CAN,Canada,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,42.923,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CAN,Canada,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,42.052,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CAN,Canada,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,86.222,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CAN,Canada,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,41.981,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CAN,Canada,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,85.098,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,BEL,Belgium,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,96.056,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,BEL,Belgium,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,94.696,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,BEL,Belgium,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,43.474,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,BEL,Belgium,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,43.423,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,BEL,Belgium,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,98.416,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,BEL,Belgium,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,43.528,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUT,Austria,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,29.513,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,AUT,Austria,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,28.954,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GRC,Greece,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,90.029,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GRC,Greece,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,87.961,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GRC,Greece,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,42.571,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GRC,Greece,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,42.398,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GRC,Greece,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,91.267,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,GRC,Greece,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,42.784,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DEU,Germany,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,95.282,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DEU,Germany,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,92.131,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DEU,Germany,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,45.445,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DEU,Germany,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,44.772,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DEU,Germany,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,96.861,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DEU,Germany,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,45.398,,A,Normal value,0,Units,2,Two
